Collected At,Store Name,Address,Store Phone,Owner Phone,Delivery Type,Volume (L),Price per Liter (KRW),Total Price (KRW),Collected By
2023-11-07,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,4.6,1600,7359,Choi Cheong So
2023-11-14,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,9.5,1600,15200,Kim Jung Je
2023-12-26,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,8.8,1300,11440,Park Ji Hye
2024-01-21,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,9.3,1500,13950,Park Ji Hye
2024-02-28,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,7.8,1500,11700,Lee Jeong Hwa
2024-03-30,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,6.2,1500,9300,Kim Jung Je
2024-05-07,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,5.5,1600,8800,Park Ji Hye
2024-05-12,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,4.3,1500,6450,Choi Cheong So
2024-05-25,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,4.4,1600,7040,Kim Jung Je
2024-06-25,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,5.7,1600,9120,Kim Jung Je
2024-07-09,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,7.8,1500,11700,Lee Jeong Hwa
2024-08-17,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,6.6,1600,10560,Park Ji Hye
2024-09-05,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,9.5,1500,14250,Lee Jeong Hwa
2024-10-09,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,6.8,1300,8840,Choi Cheong So
2024-10-31,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,9.5,1500,14250,Park Ji Hye
2024-11-10,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,8.4,1300,10920,Park Ji Hye
2024-11-13,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,5.8,1300,7540,Choi Cheong So
2024-11-15,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,4.3,1600,6880,Lee Jeong Hwa
2024-12-03,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,5.5,1300,7150,Lee Jeong Hwa
2024-12-13,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,6.1,1500,9150,Lee Jeong Hwa
2025-01-02,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,6.2,1600,9920,Kim Jung Je
2025-01-04,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,8.9,1300,11570,Lee Jeong Hwa
2025-04-06,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,9.6,1600,15360,Kim Jung Je
2025-04-13,Seoul Fried Chicken,"Gangnam-gu, Seoul, South Korea, Store Road 96",02-3121-3669,010-4524-7507,SMALL,7.7,1300,10010,Choi Cheong So
2023-05-04,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,14.4,1500,21600,Choi Cheong So
2023-05-18,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,23.0,1300,29900,Hong Soo Geo
2023-06-11,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,15.6,1500,23400,Hong Soo Geo
2023-06-18,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,13.8,1300,17940,Hong Soo Geo
2023-06-20,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,14.9,1500,22350,Park Ji Hye
2023-06-25,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,20.5,1600,32800,Choi Cheong So
2023-07-09,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,24.7,1600,39520,Hong Soo Geo
2023-07-17,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,19.3,1300,25090,Hong Soo Geo
2023-07-23,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,15.0,1500,22500,Choi Cheong So
2023-07-29,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,10.9,1600,17440,Kim Jung Je
2023-08-16,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,23.4,1500,35100,Choi Cheong So
2023-08-24,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,21.4,1300,27819,Lee Jeong Hwa
2023-10-11,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,19.0,1500,28500,Kim Jung Je
2023-10-20,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,22.8,1600,36480,Lee Jeong Hwa
2023-11-18,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,17.4,1500,26099,Lee Jeong Hwa
2023-11-20,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,12.3,1600,19680,Park Ji Hye
2023-12-27,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,21.8,1500,32700,Park Ji Hye
2024-01-02,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,12.4,1500,18600,Kim Jung Je
2024-02-12,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,16.2,1600,25920,Lee Jeong Hwa
2024-02-14,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,16.6,1300,21580,Kim Jung Je
2024-03-23,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,10.4,1300,13520,Park Ji Hye
2024-04-03,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,17.6,1500,26400,Hong Soo Geo
2024-04-14,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,11.5,1300,14950,Kim Jung Je
2024-04-20,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,17.2,1300,22360,Kim Jung Je
2024-06-09,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,22.2,1300,28860,Choi Cheong So
2024-06-11,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,22.5,1300,29250,Park Ji Hye
2024-06-14,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,17.2,1300,22360,Kim Jung Je
2024-07-28,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,10.4,1300,13520,Kim Jung Je
2024-09-04,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,18.7,1300,24310,Kim Jung Je
2024-09-12,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,23.5,1600,37600,Hong Soo Geo
2024-10-10,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,17.5,1500,26250,Lee Jeong Hwa
2024-12-31,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,21.3,1600,34080,Hong Soo Geo
2025-01-07,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,18.4,1500,27599,Kim Jung Je
2025-02-01,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,16.1,1600,25760,Lee Jeong Hwa
2025-02-03,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,19.4,1500,29099,Choi Cheong So
2025-02-10,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,10.5,1500,15750,Kim Jung Je
2025-02-18,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,21.8,1600,34880,Lee Jeong Hwa
2025-03-16,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,11.1,1500,16650,Choi Cheong So
2025-03-26,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,22.8,1300,29640,Hong Soo Geo
2025-04-25,Soy Tofu House,"Gangnam-gu, Seoul, South Korea, Store Road 1",02-5928-2869,010-5134-3834,MEDIUM,23.4,1500,35100,Lee Jeong Hwa
2023-05-05,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,7.9,1500,11850,Choi Cheong So
2023-06-07,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,7.3,1500,10950,Park Ji Hye
2023-06-07,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,4.0,1300,5200,Kim Jung Je
2023-07-17,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,5.9,1300,7670,Hong Soo Geo
2023-08-06,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.0,1300,10400,Lee Jeong Hwa
2023-08-18,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,5.7,1300,7410,Lee Jeong Hwa
2023-09-22,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,4.2,1300,5460,Kim Jung Je
2023-10-06,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,9.5,1600,15200,Hong Soo Geo
2023-10-07,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,5.3,1500,7950,Kim Jung Je
2023-10-21,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,9.6,1300,12480,Kim Jung Je
2023-10-28,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.6,1500,12900,Choi Cheong So
2023-12-29,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,4.9,1600,7840,Hong Soo Geo
2024-02-05,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,6.8,1600,10880,Choi Cheong So
2024-03-12,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,6.5,1300,8450,Lee Jeong Hwa
2024-03-20,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,6.0,1600,9600,Hong Soo Geo
2024-03-23,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,5.0,1500,7500,Hong Soo Geo
2024-04-05,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.7,1300,11309,Lee Jeong Hwa
2024-04-23,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,7.3,1300,9490,Lee Jeong Hwa
2024-05-06,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,5.0,1600,8000,Choi Cheong So
2024-07-22,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.6,1300,11180,Park Ji Hye
2024-08-23,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,6.8,1500,10200,Kim Jung Je
2024-09-05,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.6,1600,13760,Lee Jeong Hwa
2024-09-07,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,6.4,1500,9600,Lee Jeong Hwa
2024-09-27,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,4.5,1300,5850,Kim Jung Je
2024-10-01,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,7.4,1300,9620,Choi Cheong So
2024-10-02,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,4.5,1300,5850,Park Ji Hye
2024-12-19,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.4,1600,13440,Choi Cheong So
2024-12-25,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,9.2,1300,11959,Choi Cheong So
2025-02-23,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.7,1300,11309,Lee Jeong Hwa
2025-03-10,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,4.9,1600,7840,Choi Cheong So
2025-04-08,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.6,1600,13760,Park Ji Hye
2025-04-19,Tony's Pizza,"Gangnam-gu, Seoul, South Korea, Store Road 95",02-8007-4205,010-1137-1810,SMALL,8.0,1300,10400,Park Ji Hye
2023-05-11,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,5.9,1300,7670,Kim Jung Je
2023-05-17,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,6.6,1300,8580,Hong Soo Geo
2023-05-28,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,7.4,1500,11100,Kim Jung Je
2023-10-19,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,6.5,1600,10400,Park Ji Hye
2023-10-21,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,7.0,1300,9100,Lee Jeong Hwa
2023-11-08,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,9.4,1600,15040,Hong Soo Geo
2023-11-12,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,6.1,1300,7929,Choi Cheong So
2023-11-29,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,9.7,1300,12609,Lee Jeong Hwa
2024-01-06,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,7.4,1500,11100,Lee Jeong Hwa
2024-02-14,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,4.1,1300,5329,Kim Jung Je
2024-03-09,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,6.5,1500,9750,Kim Jung Je
2024-03-11,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,6.7,1300,8710,Hong Soo Geo
2024-04-18,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,6.2,1600,9920,Choi Cheong So
2024-05-21,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,4.5,1300,5850,Lee Jeong Hwa
2024-06-10,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,9.3,1300,12090,Hong Soo Geo
2024-06-13,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,4.4,1500,6600,Hong Soo Geo
2024-06-22,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,5.4,1300,7020,Park Ji Hye
2024-07-10,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,9.1,1600,14560,Park Ji Hye
2024-07-21,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,9.0,1300,11700,Hong Soo Geo
2024-11-25,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,8.9,1500,13350,Lee Jeong Hwa
2025-01-06,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,7.3,1600,11680,Hong Soo Geo
2025-01-09,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,4.5,1500,6750,Lee Jeong Hwa
2025-01-30,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,7.8,1600,12480,Hong Soo Geo
2025-03-29,Tteokbokki Town,"Seongbuk-gu, Seoul, South Korea, Store Road 68",02-6538-9217,010-5605-8900,SMALL,10.0,1300,13000,Park Ji Hye
2023-05-05,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,31.8,1500,47700,Lee Jeong Hwa
2023-05-19,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,49.1,1500,73650,Kim Jung Je
2023-05-22,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,38.0,1600,60800,Choi Cheong So
2023-06-04,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,49.3,1500,73950,Lee Jeong Hwa
2023-06-07,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.7,1500,50550,Kim Jung Je
2023-07-10,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.1,1500,49650,Choi Cheong So
2023-07-22,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,47.1,1500,70650,Choi Cheong So
2023-07-30,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,44.6,1500,66900,Hong Soo Geo
2023-08-14,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,41.0,1300,53300,Lee Jeong Hwa
2023-08-21,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,29.6,1500,44400,Park Ji Hye
2023-08-23,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,48.4,1600,77440,Hong Soo Geo
2023-08-24,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,34.2,1300,44460,Choi Cheong So
2023-09-09,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,37.6,1600,60160,Park Ji Hye
2023-10-03,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,27.8,1600,44480,Park Ji Hye
2023-10-04,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,29.7,1600,47520,Hong Soo Geo
2023-10-10,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,28.3,1600,45280,Park Ji Hye
2023-10-20,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,43.5,1600,69600,Park Ji Hye
2023-11-03,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,40.2,1300,52260,Park Ji Hye
2023-11-15,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,42.5,1300,55250,Choi Cheong So
2023-11-19,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,40.1,1600,64160,Kim Jung Je
2023-11-21,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,48.7,1600,77920,Park Ji Hye
2023-11-27,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,28.2,1300,36660,Choi Cheong So
2023-12-30,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.2,1600,53120,Lee Jeong Hwa
2023-12-31,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,39.4,1500,59100,Kim Jung Je
2024-01-02,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,47.2,1300,61360,Kim Jung Je
2024-01-02,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,41.6,1600,66560,Choi Cheong So
2024-01-22,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,26.8,1500,40200,Hong Soo Geo
2024-01-27,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,27.5,1500,41250,Kim Jung Je
2024-02-19,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,44.0,1300,57200,Kim Jung Je
2024-03-09,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,34.4,1600,55040,Park Ji Hye
2024-03-18,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,30.8,1300,40040,Kim Jung Je
2024-03-27,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,31.9,1500,47850,Park Ji Hye
2024-04-27,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,48.6,1300,63180,Hong Soo Geo
2024-05-03,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,35.2,1300,45760,Kim Jung Je
2024-05-08,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,37.6,1600,60160,Lee Jeong Hwa
2024-05-21,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,38.1,1300,49530,Park Ji Hye
2024-05-25,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,27.8,1300,36140,Kim Jung Je
2024-06-01,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,28.6,1300,37180,Park Ji Hye
2024-06-04,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,27.3,1600,43680,Lee Jeong Hwa
2024-06-05,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,25.2,1600,40320,Park Ji Hye
2024-06-14,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,35.5,1600,56800,Choi Cheong So
2024-06-15,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,29.2,1500,43800,Kim Jung Je
2024-06-22,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.0,1500,49500,Hong Soo Geo
